label,img_id,confidence,xmin,ymin,xmax,ymax
coast,20200829160701219_1.mp4_173,0.0272827,1861.0,576.0,1891.0,600.0
barrier,20200829160701219_1.mp4_173,0.0211792,646.0,557.0,656.0,565.0
barrier,20200829160701219_1.mp4_173,0.0110677,565.0,555.0,583.0,564.0
coast,20200829160701219_1.mp4_173,0.0086314,1849.0,570.0,1905.0,606.0
coast,20200829160701219_1.mp4_173,0.00783283,12.0,478.0,76.0,532.0
coast,20200829160701219_1.mp4_173,0.00682577,34.0,390.0,230.0,540.0
barrier,20200829160701219_1.mp4_173,0.0060018,1001.0,624.0,1024.0,640.0
barrier,20200829160701219_1.mp4_173,0.00536093,1728.0,760.0,1920.0,868.0
barrier,20200829160701219_1.mp4_173,0.00513713,5.0,454.0,43.0,513.0
barrier,20200829160701219_1.mp4_173,0.00481413,1861.0,572.0,1889.0,592.0
barrier,20200829160701219_1.mp4_173,0.00334423,1384.0,878.0,1700.0,957.0
barrier,20200829160701219_1.mp4_54,0.840495,690.609,349.445,721.391,365.898
barrier,20200829160701219_1.mp4_54,0.674805,904.849,330.501,920.883,343.151
barrier,20200829160701219_1.mp4_54,0.224121,1093.0,332.0,1111.0,341.0
barrier,20200829160701219_1.mp4_54,0.20752,1510.0,303.0,1534.0,316.0
barrier,20200829160701219_1.mp4_54,0.10734,1457.0,303.0,1493.0,318.0
barrier,20200829160701219_1.mp4_54,0.674805,904.849,330.501,920.883,343.151
barrier,20200829160701219_1.mp4_54,0.585775,693.048,350.508,718.952,364.984
barrier,20200829160701219_1.mp4_54,0.295247,1092.04,332.0,1111.96,341.0
barrier,20200829160701219_1.mp4_54,0.28182,1458.86,303.619,1489.9,318.0
barrier,20200829160701219_1.mp4_54,0.279826,1508.97,302.742,1534.0,316.0
barrier,20200829160701219_1.mp4_54,0.25472,685.0,347.0,727.0,368.0
barrier,20200829160701219_1.mp4_54,0.148315,1393.5,314.0,1406.0,322.0
barrier,20200829160701219_1.mp4_54,0.132161,1820.0,286.0,1836.0,298.0
barrier,20200829160701219_1.mp4_54,0.116829,1388.0,330.0,1400.0,336.044
barrier,20200829160701219_1.mp4_54,0.113935,119.891,574.927,140.036,589.036
barrier,20200829160701219_1.mp4_54,0.110168,27.7904,570.21,76.2096,594.0
barrier,20200829160701219_1.mp4_54,0.0970867,753.0,358.0,775.0,369.0
barrier,20200829160701219_1.mp4_54,0.0686443,732.0,275.0,754.0,291.0
barrier,20200829160701219_1.mp4_54,0.0618897,601.0,350.0,613.0,358.0
barrier,20200829160701219_1.mp4_54,0.059855,260.0,368.0,274.0,378.0
barrier,20200829160701219_1.mp4_54,0.0528462,698.725,199.55,793.275,251.725
barrier,20200829160701219_1.mp4_54,0.0312703,450.0,361.0,460.0,368.0
barrier,20200829160701219_1.mp4_54,0.0274862,89.0,576.0,109.0,588.0
coast,20200829160701219_1.mp4_54,0.0217031,1831.91,278.185,1909.0,365.725
barrier,20200829160701219_1.mp4_54,0.0212606,1584.0,302.0,1598.0,310.0
barrier,20200829160701219_1.mp4_54,0.0204468,1488.0,308.0,1500.0,316.0
barrier,20200829160701219_1.mp4_54,0.0167847,1472.5,682.935,1920.0,1077.39
barrier,20200829160701219_1.mp4_54,0.0165202,1818.0,279.0,1858.0,300.0
barrier,20200829160701219_1.mp4_54,0.0150757,736.0,276.0,746.0,287.0
barrier,20200829160701219_1.mp4_54,0.0142721,256.0,356.0,288.0,375.0
barrier,20200829160701219_1.mp4_54,0.00990803,1655.0,272.0,1920.0,526.0
coast,20200829160701219_1.mp4_54,0.0071462,699.0,199.0,793.0,252.0
barrier,20200829160701219_1.mp4_54,0.00694783,249.0,1029.0,258.0,1035.0
barrier,20200829160701219_1.mp4_54,0.00532533,1842.0,290.0,1866.0,304.0
barrier,20200829160701219_1.mp4_54,0.00429533,1008.0,558.0,1920.0,674.0
barrier,20200829160701219_1.mp4_54,0.00420127,7.0,355.0,51.0,404.0
coast,20200829163250129_1.mp4_270,0.907715,19.9534,2.67527,1905.04,488.337
barrier,20200829163250129_1.mp4_270,0.799642,29.1832,399.127,425.884,580.596
barrier,20200829163250129_1.mp4_270,0.731283,1786.86,362.082,1902.13,461.269
barrier,20200829163250129_1.mp4_270,0.698568,498.61,391.35,766.04,495.98
barrier,20200829163250129_1.mp4_270,0.663574,800.145,399.972,1109.8,536.016
barrier,20200829163250129_1.mp4_270,0.492513,1437.66,397.38,1701.47,500.148
barrier,20200829163250129_1.mp4_270,0.319173,1130.16,370.0,1508.82,521.449
coast,20200829163250129_1.mp4_270,0.907715,19.9534,2.67527,1905.04,488.337
barrier,20200829163250129_1.mp4_270,0.799642,29.1832,399.127,425.884,580.596
barrier,20200829163250129_1.mp4_270,0.698568,498.61,391.35,766.04,495.98
