label,img_id,confidence,xmin,ymin,xmax,ymax
barrier,20200829160701219_1.mp4_54,0.840495,690.609,349.445,721.391,365.898
barrier,20200829160701219_1.mp4_54,0.674805,904.849,330.501,920.883,343.151
barrier,20200829160701219_1.mp4_54,0.224121,1093.0,332.0,1111.0,341.0
barrier,20200829160701219_1.mp4_54,0.20752,1510.0,303.0,1534.0,316.0
barrier,20200829160701219_1.mp4_54,0.10734,1457.0,303.0,1493.0,318.0
coast,20200829163250129_1.mp4_270,0.907715,19.9534,2.67527,1905.04,488.337
barrier,20200829163250129_1.mp4_270,0.799642,29.1832,399.127,425.884,580.596
barrier,20200829163250129_1.mp4_270,0.731283,1786.86,362.082,1902.13,461.269
barrier,20200829163250129_1.mp4_270,0.698568,498.61,391.35,766.04,495.98
barrier,20200829163250129_1.mp4_270,0.663574,800.145,399.972,1109.8,536.016
barrier,20200829163250129_1.mp4_270,0.492513,1437.66,397.38,1701.47,500.148
barrier,20200829163250129_1.mp4_270,0.319173,1130.16,370.0,1508.82,521.449
coast,20200829163250129_1.mp4_178,0.872721,388.548,275.078,1567.4,476.296
barrier,20200829163250129_1.mp4_178,0.692627,394.649,457.947,471.237,485.446
barrier,20200829163250129_1.mp4_178,0.486654,1105.13,463.13,1122.87,475.435
coast,20200829153758943.mp4_9,0.538574,37.8785,227.557,910.908,491.522
barrier,20200829153758943.mp4_9,0.451009,1143.56,362.0,1160.44,372.0
barrier,20200829153758943.mp4_13,0.678385,204.139,371.657,377.867,469.901
barrier,20200829153758943.mp4_13,0.641927,130.213,257.424,264.76,349.865
barrier,20200829153758943.mp4_13,0.503337,341.056,313.325,362.006,335.613
barrier,20200829153758943.mp4_13,0.224121,532.0,322.0,546.0,331.0
coast,20200829163250129_1.mp4_30,0.829427,43.4021,398.417,1917.04,609.332
coast,20200829160701219_1.mp4_12,0.287842,30.7953,298.461,654.639,367.769
barrier,20200829160701219_1.mp4_12,0.233724,1603.0,228.0,1631.0,245.0
barrier,20200829163250129_1.mp4_306,0.849121,550.504,437.466,1051.38,799.585
barrier,20200829163250129_1.mp4_306,0.777507,1052.06,322.788,1731.27,628.606
barrier,20200829163250129_1.mp4_306,0.776204,58.6351,350.411,640.695,935.938
coast,20200829163250129_1.mp4_306,0.708496,0.0,63.5541,1687.35,859.596
barrier,20200829163250129_1.mp4_306,0.368896,1720.87,404.0,1895.13,522.181
barrier,20200829163250129_1.mp4_306,0.192871,1652.0,740.0,1858.0,824.0
barrier,20200829163250129_1.mp4_306,0.147054,646.0,709.0,848.0,861.0
coast,20200829160701219_1.mp4_70,0.806153,16.7567,253.41,604.464,391.132
barrier,20200829160701219_1.mp4_260,0.830403,777.36,404.68,797.944,417.972
coast,20200829160701219_1.mp4_217,0.809896,846.438,162.902,1917.45,338.79
coast,20200829163250129_1.mp4_21,0.859049,1.33384,371.033,1919.0,533.328
barrier,20200829155313476.mp4_7,0.825521,166.068,403.051,191.932,423.621
coast,20200829155313476.mp4_7,0.377116,645.089,352.486,1905.03,433.494
barrier,20200829155313476.mp4_7,0.361165,1571.0,404.0,1585.0,412.721
barrier,20200829155313476.mp4_7,0.250651,1441.0,403.0,1463.0,413.0
coast,20200829160701219_1.mp4_150,0.435221,0.0,432.429,933.556,530.53
coast,20200829160701219_1.mp4_21,0.849609,2.00345,92.532,1915.63,439.408
barrier,20200829153758943.mp4_84,0.674805,1715.94,257.557,1738.73,278.394
barrier,20200829153758943.mp4_84,0.557943,1343.06,278.939,1360.94,296.972
barrier,20200829153758943.mp4_84,0.340332,1028.0,291.0,1040.0,303.407
barrier,20200829155313476.mp4_8,0.743815,70.8626,460.45,91.1374,472.922
coast,20200829155313476.mp4_8,0.434245,569.822,364.611,1908.12,463.779
barrier,20200829155313476.mp4_8,0.395915,1776.0,412.596,1792.81,425.0
barrier,20200829153758943.mp4_57,0.884114,1506.04,322.408,1629.3,443.932
barrier,20200829153758943.mp4_57,0.707031,1606.58,402.151,1681.89,444.566
barrier,20200829163250129_1.mp4_198,0.843425,224.563,348.054,431.103,448.565
barrier,20200829163250129_1.mp4_198,0.82845,1191.84,401.238,1550.91,549.748
coast,20200829163250129_1.mp4_198,0.789388,17.8041,65.033,1902.8,454.65
barrier,20200829163250129_1.mp4_198,0.551839,1090.28,409.425,1127.09,430.404
barrier,20200829163250129_1.mp4_198,0.216146,121.0,419.0,155.0,435.0
coast,20200829160701219_1.mp4_99,0.807129,25.7953,292.454,764.96,426.115
coast,20200829163250129_1.mp4_127,0.839518,33.5708,348.595,1912.78,611.597
barrier,20200829163250129_1.mp4_127,0.433431,1384.68,558.561,1406.19,566.0
barrier,20200829163250129_1.mp4_127,0.352295,1307.0,556.647,1327.71,568.0
coast,20200829155313476.mp4_46,0.755534,17.4106,395.902,1920.0,587.593
barrier,20200829155313476.mp4_46,0.121989,1738.0,538.0,1792.0,606.0
barrier,20200829153758943.mp4_37,0.929362,545.018,418.37,592.982,465.958
barrier,20200829153758943.mp4_37,0.872884,661.073,409.699,750.96,468.312
barrier,20200829153758943.mp4_37,0.678955,1068.83,380.828,1089.17,392.206
barrier,20200829153758943.mp4_37,0.42041,1194.46,309.001,1259.38,378.076
coast,20200829153758943.mp4_37,0.237671,1017.99,211.367,1900.54,433.707
