label,img_id,confidence,xmin,ymin,xmax,ymax
barrier,20200829153758943.mp4_145,0.1745731295647236,716.49984,454.24961999999994,786.4992,485.49942
barrier,20200829163250129_1.mp4_300,0.6836064275879747,584.0006400000002,290.50056000000006,1455.25056,889.2504
barrier,20200829163250129_1.mp4_300,0.3823402298760259,1332.75072,445.49946,1914.0000000000002,819.2496600000001
barrier,20200829163250129_1.mp4_300,0.19941908768444394,2.7503999999999795,541.7496000000001,426.50016,971.74944
barrier,20200829163250129_1.mp4_300,0.5147264916575033,201.4992,421.7497200000001,257.74944,462.99924
coast,20200829163250129_1.mp4_300,0.12285696588990458,-1.2508799999999454,4.249799999999963,1912.74912,991.7499600000001
coast,20200829163250129_1.mp4_38,0.43891902647918446,2.749440000000085,434.24963999999994,1907.7504,574.25004
coast,20200829163250129_1.mp4_4,0.3663813744824155,1243.99968,399.24953999999997,1907.7494400000003,481.74966
barrier,20200829160701219_1.mp4_279,0.23970097179718108,983.9999999999999,633.00042,1020.2495999999999,680.4999
barrier,20200829155313476.mp4_39,0.17825909259213712,822.7488000000001,379.25010000000003,843.99936,414.24965999999995
barrier,20200829155313476.mp4_39,0.1384252453695929,1016.5008000000001,375.49980000000005,1025.2502399999998,400.49963999999994
barrier,20200829155313476.mp4_39,0.7392281317392597,1061.4988799999999,372.9996,1082.74944,406.7496
barrier,20200829155313476.mp4_39,0.6911153940353661,1122.75072,362.99988,1130.2502399999998,393.00012
barrier,20200829155313476.mp4_39,0.4900408370859308,1132.75008,374.25024,1149.00096,399.25007999999997
barrier,20200829155313476.mp4_39,0.30505834989208946,1216.50048,365.50008,1232.75136,395.50032
barrier,20200829155313476.mp4_39,0.41628727971052626,1270.25088,362.99988,1301.5007999999998,401.75028000000003
barrier,20200829155313476.mp4_39,0.24804636127715618,1426.50048,351.75006,1441.4995199999998,384.25050000000005
barrier,20200829155313476.mp4_39,0.1404658103373867,1656.50016,336.75048000000004,1674.00096,370.50048000000004
coast,20200829155313476.mp4_170,0.7815430683244282,44.00064000000004,227.99988,1882.75008,492.99947999999995
barrier,20200829155313476.mp4_170,0.6006742485293841,1195.24992,451.74942,1245.25056,471.74994
coast,20200829160701219_2.mp4_28,0.5128849013276701,1174.00032,338.00004,1892.7504000000001,393.00012000000004
coast,20200829155313476.mp4_143,0.14499665896442637,25.24991999999994,289.25046000000003,1877.7504,498.00042
barrier,20200829155313476.mp4_143,0.46297406867075863,205.24992,396.74988,3.999360000000003,485.49996000000004
barrier,20200829160701219_1.mp4_34,0.4742524741706401,373.99968,508.00014,519.0,576.7497
barrier,20200829160701219_1.mp4_34,0.5248019749209072,559.00128,333.00018,721.5004799999999,516.7503
coast,20200829160701219_1.mp4_34,0.024961237613329135,1898.99904,390.49992,871.4995200000001,499.24944
barrier,20200829160701219_1.mp4_34,0.4417611359641489,1819.00032,405.50004000000007,1886.49984,446.74956
coast,20200829160701219_1.mp4_26,0.353299486670804,39.00000000000002,231.75017999999997,1866.50016,422.99981999999994
coast,20200829155313476.mp4_50,0.2116589655782053,1811.49888,204.2496,58.99968000000001,571.7498400000001
barrier,20200829155313476.mp4_50,0.38114510310244565,387.75072,517.99986,477.75072,561.7495799999999
barrier,20200829155313476.mp4_50,0.620294775404854,178.99968,536.75028,202.75008,558.00036
barrier,20200829153758943.mp4_31,0.9575198962725056,549.00096,354.24971999999997,684.0,439.25004
barrier,20200829153758943.mp4_31,0.11877853662233095,100.24896000000001,412.99956,145.24992,434.24964
coast,20200829153758943.mp4_31,0.2261343091948037,1874.0006400000002,236.75003999999998,688.9996800000001,423.00036
barrier,20200829153758943.mp4_96,0.5587985132216162,530.25024,596.74968,549.0009600000001,625.4992800000001
barrier,20200829153758943.mp4_96,0.9949883250027161,560.25024,603.00072,575.24928,631.7503200000001
barrier,20200829153758943.mp4_96,0.6983671241697016,767.7504,599.24988,780.2496,629.25012
barrier,20200829153758943.mp4_96,0.33994183202147,781.49952,605.50038,793.9987199999999,633.00042
barrier,20200829153758943.mp4_96,0.48963732932802195,797.74944,608.00004,808.9987199999999,629.25012
barrier,20200829153758943.mp4_96,0.23536144821023663,981.4992,608.00004,998.9999999999999,638.0002800000001
barrier,20200829153758943.mp4_96,0.894272859863677,1025.24928,611.7503399999999,1041.50016,635.50062
barrier,20200829153758943.mp4_96,0.7167778019686,1050.25056,614.2505399999999,1063.99968,636.75018
barrier,20200829153758943.mp4_96,0.16687800286933197,1078.99968,616.7502,1093.9987199999998,638.00028
barrier,20200829153758943.mp4_96,0.3105222848019302,898.99968,604.24974,915.2505600000001,631.74978
barrier,20200829153758943.mp4_96,0.15516825174135396,1147.75008,611.7503399999999,1167.7507199999998,634.24998
coast,20200829155313476.mp4_53,0.5480649744686017,1866.4992,225.49967999999998,66.49919999999995,465.49944
coast,20200829160701219_1.mp4_218,0.21142422758509238,1895.24928,324.25002,416.49984000000006,559.25046
coast,20200829163250129_1.mp4_134,0.9110064958105978,1884.0,364.24944,19.000319999999924,592.99992
barrier,20200829163250129_1.mp4_134,0.9594423510602988,851.5008,574.2505799999999,882.7507199999999,596.75022
barrier,20200829153758943.mp4_70,0.42282169145477666,1021.5004799999999,339.25014000000004,1067.75136,375.50034
barrier,20200829153758943.mp4_70,0.6194636851212038,1207.7491200000002,344.25,1262.74944,378.0
barrier,20200829160701219_1.mp4_47,0.0631837920207089,557.7494399999999,425.50002000000006,637.75008,479.25054
barrier,20200829160701219_1.mp4_47,0.9127612847869017,686.49984,276.75,785.24928,404.25048000000004
barrier,20200829160701219_1.mp4_258,0.2489871329263008,873.99936,378.00054,897.74976,413.0001
coast,20200829163250129_1.mp4_122,0.8188424572366467,1910.24928,364.24998,22.74911999999997,669.24954
coast,20200829155313476.mp4_119,0.020511087582811505,41.49983999999996,349.24986,1895.2502399999998,465.49998000000005
barrier,20200829155313476.mp4_85,0.8362842336708398,412.75008,354.25026,446.49983999999995,408.00077999999996
coast,20200829155313476.mp4_85,0.8039360068215277,69.00095999999999,309.2499,734.00064,390.49938000000003
coast,20200829160701219_1.mp4_33,0.44829112318507147,1791.50016,132.9993,44.00064000000004,401.74974
barrier,20200829160701219_1.mp4_33,0.5399686501656006,463.99968,331.74953999999997,506.49888000000004,371.74949999999995
barrier,20200829160701219_1.mp4_33,0.5580491154747973,1303.99968,290.50002,1360.2499199999997,305.50014000000004
barrier,20200829160701219_1.mp4_33,0.15703428040224898,1129.00032,297.99954,1157.7504000000001,316.74942
barrier,20200829153758943.mp4_158,0.05575628780456632,457.75104,406.74959999999993,499.00031999999993,466.75008
barrier,20200829153758943.mp4_158,0.2719014502746506,601.49952,420.49961999999994,617.7504,451.74942
barrier,20200829153758943.mp4_158,0.5816311975375488,616.4995200000001,430.49934,634.00032,450.49986
barrier,20200829153758943.mp4_158,0.11062697668508215,753.99936,421.7497200000001,770.2502400000001,446.74956
barrier,20200829153758943.mp4_158,0.06668320975264541,793.9987199999999,416.74986,812.74944,447.99966
barrier,20200829153758943.mp4_158,0.19646324741982757,686.5008,414.25074,700.24992,449.2503
barrier,20200829153758943.mp4_158,0.29759480086392875,703.99968,419.25006,717.7488,451.75050000000005
barrier,20200829153758943.mp4_158,0.6314131965687272,713.99904,425.49947999999995,731.49984,446.74956
coast,20200829153758943.mp4_158,0.04710248488268365,1872.74976,328.00032000000004,275.25023999999996,459.25056
barrier,20200829153758943.mp4_158,0.135818873315801,1362.7497600000002,404.24994,1382.7504,419.25006
coast,20200829163250129_1.mp4_52,0.3585926575720001,3.999360000000003,354.25025999999997,1911.50016,502.99974
coast,20200829155313476.mp4_135,0.14705614360222174,1908.9993599999998,221.74938000000003,71.49983999999996,511.7499000000001
barrier,20200829155313476.mp4_135,0.6480376246106284,195.24864,435.49974,511.49951999999996,539.2499399999999
barrier,20200829153758943.mp4_100,0.7411384693928591,341.50079999999997,358.00056000000006,354.0,383.0004
barrier,20200829153758943.mp4_100,0.2960204321277272,374.00064,361.74977999999993,395.25120000000004,392.99958
barrier,20200829153758943.mp4_100,0.27296047870881557,454.00032000000004,366.74963999999994,462.74976,393.00012000000004
barrier,20200829153758943.mp4_100,0.2008375368465365,484.00032000000004,369.25038,495.24959999999993,396.75042
barrier,20200829153758943.mp4_100,0.1994632350076584,527.7494399999999,375.50034,550.2499200000001,403.00038
barrier,20200829153758943.mp4_100,0.003951583124163771,615.25056,382.99986,630.2496,410.4999
barrier,20200829153758943.mp4_100,0.2887262230777481,657.7488000000001,388.00026,675.2496,411.75054
barrier,20200829153758943.mp4_100,0.9046259910306226,701.5008,387.99971999999997,716.4998400000001,416.74931999999995
barrier,20200829153758943.mp4_100,0.8725560040852323,740.2511999999999,386.75016000000005,754.0003199999999,415.49976000000004
barrier,20200829153758943.mp4_100,0.11686715346466847,779.0006400000001,389.24981999999994,799.0012800000001,420.49962
coast,20200829153758943.mp4_100,0.34709084744068874,1640.25024,465.50052,1890.2495999999999,503.00028000000003
barrier,20200829153758943.mp4_44,0.5923567506754694,852.7497600000002,406.75068000000005,913.99968,469.25028000000003
barrier,20200829153758943.mp4_44,0.8647810046647814,1040.2502399999998,419.25006,1107.74976,471.74994
coast,20200829153758943.mp4_44,0.9317003578415016,1895.24928,305.4996,1388.9990399999997,470.49984
coast,20200829153758943.mp4_44,0.6996586585138617,157.74912000000003,353.00016000000005,27.749760000000002,585.5004
barrier,20200829153758943.mp4_44,0.6231477873402288,1330.24992,424.24938000000003,1355.2502399999998,444.2499
barrier,20200829153758943.mp4_44,0.6144649760799051,1821.50016,402.9993,1836.4992,422.99981999999994
barrier,20200829160701219_1.mp4_37,0.9760999565485823,819.0009600000001,367.99974,1042.75008,571.7493
coast,20200829160701219_1.mp4_37,0.8193328399822176,1698.99936,434.24963999999994,1911.4992,492.99948
coast,20200829163250129_1.mp4_206,0.7677366556636518,6.500159999999973,230.50008,1917.7507199999998,551.7504
coast,20200829163250129_1.mp4_240,0.13697166041732245,1882.74912,77.99975999999998,9.000000000000021,541.7496
barrier,20200829163250129_1.mp4_240,0.8575936306911782,1847.74944,550.49976,1911.4992000000002,584.24976
barrier,20200829163250129_1.mp4_167,0.5819664653706911,534.00096,484.24986000000007,626.5008,502.99974
coast,20200829163250129_1.mp4_167,0.6118621725809308,21.500159999999973,367.99974,1915.2499199999997,559.24938
barrier,20200829163250129_1.mp4_167,0.8020768955552877,63.99936,455.49971999999997,111.50016,484.24931999999995
barrier,20200829153758943.mp4_65,0.5064847691997193,1361.49888,489.24971999999997,1413.99936,528.00012
barrier,20200829153758943.mp4_65,0.42197191312022464,1475.2502399999998,500.50008,1512.74976,521.75016
barrier,20200829163250129_1.mp4_272,0.8836559204108906,795.2496,429.24978000000004,1331.4998400000002,604.24974
barrier,20200829163250129_1.mp4_272,0.13807594348479924,701.5008,426.74958,1004.00064,555.4996199999999
barrier,20200829163250129_1.mp4_272,0.9273695813392215,597.7488,399.24953999999997,857.7494399999999,527.99958
barrier,20200829163250129_1.mp4_272,0.4451307032935087,1605.2496,356.75046000000003,1901.49984,572.9999399999999
barrier,20200829163250129_1.mp4_272,0.8679492707388121,1361.49888,358.00002000000006,1648.99968,545.4999
barrier,20200829163250129_1.mp4_272,0.18766120640497141,1104.0,371.75004,1427.7504,499.25052000000005
coast,20200829163250129_1.mp4_272,0.7238126636421389,33.99936,15.500159999999974,1881.50016,589.2501599999999
barrier,20200829163250129_1.mp4_272,0.3244465885262806,441.49920000000003,369.24929999999995,675.2496,502.99974
barrier,20200829163250129_1.mp4_272,0.9625431388131359,381.50016,379.2501,537.74976,479.25054
coast,20200829160701219_1.mp4_113,0.278874964872302,1097.7504,465.49998,22.750079999999997,565.50042
coast,20200829160701219_1.mp4_23,0.5211613532493652,38.999039999999994,338.00058,1886.49984,483.00030000000004
coast,20200829163250129_1.mp4_188,0.10188102829834411,1900.25088,321.74982000000006,21.500159999999973,555.4996199999999
barrier,20200829163250129_1.mp4_188,0.8280650503822817,1282.75008,482.99976000000004,1359.00096,511.74935999999997
coast,20200829155313476.mp4_54,0.7635417638845541,75.25056000000006,312.99965999999995,1851.50016,514.2501
barrier,20200829155313476.mp4_54,0.32289877545617107,1115.2502399999998,474.25014000000004,1152.74976,544.2503399999999
barrier,20200829155313476.mp4_54,0.7580390895088197,1197.74976,484.24986,1214.00064,531.7493400000001
barrier,20200829163250129_1.mp4_259,0.8658748518197,1131.4992000000002,389.24982000000006,1343.99904,475.49969999999996
barrier,20200829163250129_1.mp4_259,0.7727310994845596,570.2496,396.74988,807.74976,501.74964
barrier,20200829163250129_1.mp4_259,0.9244398788951264,442.75008,413.00010000000003,596.49984,499.24998
barrier,20200829163250129_1.mp4_259,0.20907981164586797,370.25087999999994,420.50016000000005,474.0,496.75032
barrier,20200829163250129_1.mp4_259,0.3439439263171469,995.25024,424.25046,1114.00032,471.74994000000004
barrier,20200829163250129_1.mp4_259,0.5268862393892255,922.75104,427.99967999999996,996.50016,479.25
barrier,20200829163250129_1.mp4_259,0.2537640940892064,861.5001599999999,415.49976000000004,936.4992000000001,486.74952
coast,20200829163250129_1.mp4_259,0.8880835601097455,4.000319999999924,4.250339999999979,1896.50016,513.00054
barrier,20200829163250129_1.mp4_267,0.7394294233049666,613.99872,285.49961999999994,1.4995200000000075,591.74982
barrier,20200829163250129_1.mp4_267,0.9967959634102376,1449.00096,298.00008,1811.5007999999998,450.5004
barrier,20200829163250129_1.mp4_267,0.8010090011374994,1281.5001599999998,341.74979999999994,1490.2502399999998,430.49988
barrier,20200829163250129_1.mp4_267,0.8058844873309763,933.99936,366.74963999999994,1171.49952,476.74980000000005
barrier,20200829163250129_1.mp4_267,0.24443809278293993,1195.24992,408.00024,1330.24896,480.50064000000003
barrier,20200829163250129_1.mp4_267,0.38302756560323503,765.2495999999999,421.75026,1006.4995200000001,509.25077999999996
barrier,20200829163250129_1.mp4_267,0.15394404802061112,654.0009600000001,419.25006,754.00032,487.99961999999994
barrier,20200829163250129_1.mp4_267,0.8717734207992628,695.25024,434.25018,847.75008,499.24998000000005
coast,20200829163250129_1.mp4_267,0.6077753190952043,1913.99904,6.750539999999992,167.74944,501.75018
