label,img_id,confidence,xmin,ymin,xmax,ymax
barrier,20200829160701219_1.mp4_54,0.840495,690.609,349.445,721.391,365.898
barrier,20200829160701219_1.mp4_54,0.674805,904.849,330.501,920.883,343.151
barrier,20200829160701219_1.mp4_54,0.295247,1092.04,332.0,1111.96,341.0
barrier,20200829160701219_1.mp4_54,0.28182,1458.86,303.619,1489.9,318.0
barrier,20200829160701219_1.mp4_54,0.279826,1508.97,302.742,1534.0,316.0
barrier,20200829160701219_1.mp4_54,0.148315,1393.5,314.0,1406.0,322.0
barrier,20200829160701219_1.mp4_54,0.132161,1820.0,286.0,1836.0,298.0
barrier,20200829160701219_1.mp4_54,0.111654,1388.0,330.0,1400.0,336.0
barrier,20200829160701219_1.mp4_54,0.110168,27.7904,570.21,76.2096,594.0
barrier,20200829160701219_1.mp4_54,0.109782,120.0,575.0,140.0,589.0
barrier,20200829160701219_1.mp4_54,0.0970867,753.0,358.0,775.0,369.0
barrier,20200829160701219_1.mp4_54,0.0686443,732.0,275.0,754.0,291.0
barrier,20200829160701219_1.mp4_54,0.0618897,601.0,350.0,613.0,358.0
barrier,20200829160701219_1.mp4_54,0.059855,260.0,368.0,274.0,378.0
coast,20200829163250129_1.mp4_270,0.907715,19.9534,2.67527,1905.04,488.337
barrier,20200829163250129_1.mp4_270,0.799642,29.1832,399.127,425.884,580.596
barrier,20200829163250129_1.mp4_270,0.731283,1786.86,362.082,1902.13,461.269
barrier,20200829163250129_1.mp4_270,0.698568,498.61,391.35,766.04,495.98
barrier,20200829163250129_1.mp4_270,0.663574,800.145,399.972,1109.8,536.016
barrier,20200829163250129_1.mp4_270,0.534505,1410.9,397.911,1697.04,506.829
barrier,20200829163250129_1.mp4_270,0.344279,1187.77,398.26,1385.28,500.971
barrier,20200829163250129_1.mp4_270,0.0907592,105.315,956.0,271.919,1037.67
barrier,20200829163250129_1.mp4_270,0.0878907,410.0,393.0,512.0,467.0
barrier,20200829163250129_1.mp4_270,0.0738729,1670.99,381.352,1792.33,450.664
barrier,20200829163250129_1.mp4_270,0.0566,101.0,871.0,305.0,955.0
barrier,20200829163250129_1.mp4_270,0.0522867,141.0,338.0,241.0,399.0
coast,20200829163250129_1.mp4_178,0.709869,456.237,277.956,1565.81,473.389
barrier,20200829163250129_1.mp4_178,0.692627,394.649,457.947,471.237,485.446
barrier,20200829163250129_1.mp4_178,0.486654,1105.13,463.13,1122.87,475.435
barrier,20200829163250129_1.mp4_178,0.172526,1471.0,440.0,1525.0,468.0
barrier,20200829163250129_1.mp4_178,0.126221,1229.0,464.0,1257.0,480.0
barrier,20200829163250129_1.mp4_178,0.0714927,1660.0,460.0,1676.0,468.0
coast,20200829153758943.mp4_9,0.538574,37.8785,227.557,910.908,491.522
barrier,20200829153758943.mp4_9,0.451009,1143.56,362.0,1160.44,372.0
barrier,20200829153758943.mp4_9,0.181478,1751.24,332.0,1803.24,357.517
barrier,20200829153758943.mp4_9,0.168111,935.748,375.0,960.0,386.786
barrier,20200829153758943.mp4_9,0.158203,1533.15,331.662,1590.85,359.169
barrier,20200829153758943.mp4_9,0.113647,1226.41,334.518,1251.96,364.779
coast,20200829153758943.mp4_9,0.102254,1127.66,250.61,1901.56,383.305
barrier,20200829153758943.mp4_9,0.076416,1681.0,333.0,1727.0,355.0
barrier,20200829153758943.mp4_13,0.678385,204.139,371.657,377.867,469.901
barrier,20200829153758943.mp4_13,0.641927,130.213,257.424,264.76,349.865
barrier,20200829153758943.mp4_13,0.503337,341.056,313.325,362.006,335.613
barrier,20200829153758943.mp4_13,0.2889,531.552,321.552,546.448,331.224
barrier,20200829153758943.mp4_13,0.262024,1493.25,167.176,1754.43,287.531
barrier,20200829153758943.mp4_13,0.220581,684.746,315.492,719.254,335.238
coast,20200829153758943.mp4_13,0.197042,345.044,157.243,1904.7,381.512
barrier,20200829153758943.mp4_13,0.147868,112.0,323.0,150.0,346.0
barrier,20200829153758943.mp4_13,0.134115,622.218,288.218,657.782,330.227
barrier,20200829153758943.mp4_13,0.0885924,1655.2,336.944,1764.08,376.202
barrier,20200829153758943.mp4_13,0.0760496,1107.55,243.288,1353.92,322.243
coast,20200829153758943.mp4_13,0.0618083,0.0,280.0,563.0,333.0
coast,20200829163250129_1.mp4_30,0.829427,43.4021,398.417,1917.04,609.332
barrier,20200829163250129_1.mp4_30,0.062093,790.0,604.0,804.0,612.0
coast,20200829160701219_1.mp4_12,0.47876,45.6317,299.075,634.446,367.861
barrier,20200829160701219_1.mp4_12,0.324219,1602.72,227.721,1631.28,245.558
barrier,20200829160701219_1.mp4_12,0.0674643,977.0,433.0,1002.0,450.0
barrier,20200829160701219_1.mp4_12,0.059204,1796.0,116.0,1906.0,231.0
barrier,20200829163250129_1.mp4_306,0.849121,550.504,437.466,1051.38,799.585
coast,20200829163250129_1.mp4_306,0.708496,0.0,63.5541,1687.35,859.596
barrier,20200829163250129_1.mp4_306,0.593547,1083.48,322.704,1682.54,612.678
barrier,20200829163250129_1.mp4_306,0.372233,1653.93,742.891,1854.15,823.036
barrier,20200829163250129_1.mp4_306,0.368896,1720.87,404.0,1895.13,522.181
barrier,20200829163250129_1.mp4_306,0.296387,162.868,501.885,523.673,780.099
