label,img_id,confidence,xmin,ymin,xmax,ymax
barrier,20200829153758943.mp4_145,0.832682,720.279,454.802,783.721,486.599
coast,20200829153758943.mp4_145,0.316732,5.0,498.0,503.0,557.0
barrier,20200829163250129_1.mp4_300,0.839844,1351.07,328.459,1920.0,809.086
coast,20200829163250129_1.mp4_300,0.827637,0.0,3.25664,1898.38,954.77
barrier,20200829163250129_1.mp4_300,0.788249,4.78278,484.205,501.824,944.811
barrier,20200829163250129_1.mp4_300,0.582357,546.0,312.0,1473.0,874.0
barrier,20200829163250129_1.mp4_300,0.177897,438.0,1064.0,484.0,1080.0
coast,20200829163250129_1.mp4_38,0.746094,14.425,420.98,1916.93,572.0
coast,20200829163250129_1.mp4_4,0.624186,1244.39,403.968,1916.42,487.701
barrier,20200829160701219_1.mp4_279,0.881673,975.338,642.338,1027.32,678.338
barrier,20200829155313476.mp4_39,0.883952,1264.01,372.0,1301.33,400.669
barrier,20200829155313476.mp4_39,0.699707,1059.38,376.331,1084.62,403.712
barrier,20200829155313476.mp4_39,0.684896,1117.43,369.688,1149.06,399.065
barrier,20200829155313476.mp4_39,0.544596,818.47,384.49,845.451,414.49
barrier,20200829155313476.mp4_39,0.279622,1652.0,356.0,1674.0,371.0
barrier,20200829155313476.mp4_39,0.277018,1211.0,375.0,1231.0,395.0
barrier,20200829155313476.mp4_39,0.265788,1014.0,381.0,1028.0,398.0
barrier,20200829155313476.mp4_39,0.258789,1420.0,364.0,1446.0,384.0
coast,20200829155313476.mp4_170,0.809733,0.530251,221.772,1918.53,494.326
barrier,20200829155313476.mp4_170,0.657226,1189.31,451.0,1246.69,470.691
coast,20200829160701219_2.mp4_28,0.513184,1187.18,346.582,1912.36,400.11
coast,20200829155313476.mp4_143,0.80306,23.8622,256.813,1896.33,503.014
barrier,20200829155313476.mp4_143,0.597819,22.7781,414.608,188.263,489.696
barrier,20200829160701219_1.mp4_34,0.847819,361.196,516.413,529.402,571.402
coast,20200829160701219_1.mp4_34,0.59375,986.833,379.125,1905.96,496.625
barrier,20200829160701219_1.mp4_34,0.255859,1810.0,398.0,1882.0,444.0
barrier,20200829160701219_1.mp4_34,0.203939,1038.0,476.0,1050.0,489.0
coast,20200829160701219_1.mp4_26,0.717936,7.58558,245.98,1257.47,417.291
barrier,20200829160701219_1.mp4_26,0.184245,1711.0,409.0,1721.0,419.0
coast,20200829160701219_1.mp4_26,0.106852,948.0,306.0,1912.0,430.0
coast,20200829155313476.mp4_50,0.82487,142.68,173.661,1902.31,522.14
barrier,20200829155313476.mp4_50,0.396485,386.0,526.0,472.0,564.0
barrier,20200829155313476.mp4_50,0.202148,178.0,534.0,198.0,558.0
barrier,20200829153758943.mp4_31,0.835449,531.902,354.366,705.464,443.0
barrier,20200829153758943.mp4_31,0.317708,1642.0,232.0,1734.0,404.0
barrier,20200829153758943.mp4_31,0.182617,91.0,412.0,143.0,434.0
barrier,20200829153758943.mp4_31,0.152507,35.0,423.0,93.0,449.0
barrier,20200829153758943.mp4_31,0.124105,1209.0,373.0,1223.0,386.0
coast,20200829153758943.mp4_31,0.116699,559.0,134.0,1701.0,428.0
barrier,20200829153758943.mp4_96,0.755534,528.356,601.356,550.932,627.644
barrier,20200829153758943.mp4_96,0.740235,764.339,599.017,796.983,634.339
barrier,20200829153758943.mp4_96,0.688802,556.776,603.388,579.224,630.612
barrier,20200829153758943.mp4_96,0.25765,984.0,615.0,1000.0,636.0
barrier,20200829153758943.mp4_96,0.255859,899.0,608.0,922.0,635.0
barrier,20200829153758943.mp4_96,0.255697,1080.0,618.0,1096.0,636.0
barrier,20200829153758943.mp4_96,0.249837,1043.0,612.0,1065.0,634.0
